"SUB_ID","age","outlier_ind"
50112,0.015698324291763,0
51486,0.661663987608495,0
51493,1.59185454278459,0
51483,0.519551541678814,1
51477,3.3101232072071,0
51487,0.015698324291763,1
51478,0.364519782482798,0
51484,0.86837299986985,0
51475,3.52975153273479,0
51482,0.545390168211484,1
51489,2.22490089283499,0
51488,0.829615060070846,1
51476,2.89670518268439,0
51485,0.907130939668853,1
51490,3.51683221946845,0
51480,0.50663222841248,1
51491,5.08006912469494,0
51492,0.235326649819452,1
51481,1.42390347032224,0
51479,0.403277722281802,0
50437,-0.250026110970208,0
50445,0.16275886720245,0
50452,1.69113946523637,0
50461,-0.0625539561624258,1
50453,-1.04728985194899,0
50435,-0.100058722574595,0
50458,1.19736331219706,0
50463,1.48422374396276,0
50457,2.21888049285288,1
50450,0.54511886263289,1
50441,1.38482254769158,0
50432,0.181143049980444,0
50444,1.04774474525964,0
50470,-0.899441230929052,0
50464,-0.894493133948045,0
50447,-0.508942068140821,0
50449,0.17301680193592,0
50436,-0.396466526844111,0
50459,0.164877634578129,0
50462,1.00458131963682,0
50456,-0.100756365490977,0
50433,0.240223069547393,0
50439,0.739309060339166,0
50443,0.0248064401445288,0
50473,0.718082628642578,0
50446,1.34946238728162,0
50454,0.248349317591917,0
50466,2.89058142819615,0
50434,0.178675461146575,1
50460,-0.318653503040977,0
50467,0.372155096623202,0
50455,1.86092508018254,0
50469,1.50933888895251,1
50440,0.913332210036694,0
50448,-0.828346250024412,0
50472,0.675629765249403,0
50471,1.05127171778135,0
50451,-0.562350509183848,0
50468,2.90896561097414,0
50438,-0.239419354778547,1
50474,0.667852338663069,0
50465,2.21286009287076,0
50442,1.28861242179718,1
50728,-0.165172061436922,0
50722,-0.397719700230945,0
50739,-0.216849314502261,0
50734,-0.0359789287735754,0
50738,-0.526912832894292,0
50725,-0.346042447165607,0
50732,-0.578590085959631,0
50740,-0.578590085959631,0
50726,-0.0359789287735754,0
50737,-0.6044287124923,0
50736,-0.423558326763615,0
50730,-0.591509399225965,0
50742,0.0027790110254282,0
50741,-0.346042447165607,0
50731,-0.0876561818389142,0
50733,-0.281445880833934,0
50727,-0.384800386964611,0
50735,-0.333123133899272,0
50723,-0.397719700230945,0
50724,-0.229768627768595,0
51079,-1.25168630713567,0
51085,-0.913200299557698,0
51154,1.70554449952833,0
51147,0.408445447588336,1
51071,-0.799510342813953,0
51068,1.92517282505602,0
51096,-0.47781944248222,1
51050,-0.468775923195786,0
51152,0.836074716704013,0
51124,-0.543707940140527,0
51111,-0.0424385854067428,0
51094,-0.617348025758635,0
51091,-0.718118669236045,0
51146,0.405861584935069,0
51074,-0.525620901567659,0
51110,-0.0773207312258463,0
51066,0.221115405226484,0
51107,-0.174215580723356,0
51090,-0.755584677708415,0
51080,-1.14574793835172,0
51122,-0.640602789638037,0
51105,-0.205997091358539,0
51088,-0.794342617507419,0
51123,-0.621223819738535,0
51053,-0.322787683286205,0
51041,-1.03076605028134,0
51156,0.551849824844651,0
51070,-1.23876699386933,0
51059,0.759850768432639,0
51098,-0.419940919049041,0
51115,0.759850768432639,0
51104,-0.207805795215826,0
51159,-0.525620901567659,0
51086,-0.829224763326523,0
51102,-0.287517958069111,0
51061,1.31150544490513,0
51109,-0.0966997011253485,0
51046,-0.687112317396842,0
51118,1.56859977890519,0
51065,-0.821473175366722,1
51095,-0.600552918512399,0
51055,-0.119954465004751,0
51089,-0.790466823527519,0
51056,0.0557481954174003,0
51129,0.106133517156105,0
51075,-0.346042447165607,0
51116,1.09316905070407,0
51125,-0.269818498894233,0
51155,1.79597969239268,0
51087,-0.821473175366722,1
51063,1.58281102349816,0
51078,-1.34470536265328,1
51148,0.442035662080806,0
51100,-0.325371545939472,0
51082,-1.03334991293461,0
51119,1.78874487696353,0
51108,-0.150960816843954,1
51052,-0.348626309818874,0
51054,-0.317619957979671,0
51131,0.368395576462699,0
51072,-0.64189472096467,0
51081,-1.04110150089441,0
51093,-0.670317210150607,0
51114,0.723676691286902,0
51121,-0.793050686180786,0
51069,-1.12766089977885,0
51060,0.757266905779371,0
51051,-0.364129485738475,0
51103,-0.286613606140468,0
51106,-0.188426825316324,0
51112,0.303540623865699,0
51126,-0.0734449372459462,0
51049,-0.472651717175686,0
51036,-1.14187214437182,0
51149,0.475625876573276,0
51044,-0.777547510261184,0
51048,-0.573422360653097,0
51099,-0.408055150844013,0
51150,0.761142699759272,0
51073,-0.566962704019929,0
51153,1.20039935081465,0
51042,-1.02947411895471,0
51120,-0.864106909145626,0
51058,0.675875232201463,0
51045,-0.687112317396842,0
51151,0.801192570884909,0
51067,0.874832656503017,0
51097,-0.425754610018892,0
51127,-0.0424385854067428,0
51062,1.40581643174937,0
51040,-1.07985944069341,0
51117,1.46304898951923,0
51113,0.710757378020567,0
51077,0.0544562640907671,0
51064,-1.24264278784923,0
51057,0.60740287188989,0
51039,-1.08244330334668,0
51038,-1.11344965518589,0
51076,0.00665480500532874,0
51128,0.000195148372161326,0
51084,-0.988132316502439,0
51101,-0.316973992316354,0
51047,-0.617348025758635,0
51083,-1.02689025630144,0
51130,0.290879696864691,0
50166,-1.12120124314569,0
50167,-0.878318153738594,0
50169,-0.631559270351603,0
50164,-1.03593377558788,0
50171,-0.80596999944712,0
50158,-0.688404248723475,0
50160,-0.70132356198981,0
50157,-0.824057038019989,0
50161,-0.998467767115506,0
50168,-0.928703475477299,0
50170,-0.820181244040089,0
50159,-0.851187595879292,0
50162,-1.02559832497481,0
50165,-0.928703475477299,0
50163,-0.96616948394967,0
51557,1.17843651826188,0
51560,1.30762965092523,0
51561,2.47036784489535,1
51564,2.85794724288538,1
51563,2.72875411022204,1
51569,2.47036784489535,1
51570,3.24552664087542,1
51565,2.85794724288538,1
51558,1.30762965092523,1
51566,3.11633350821208,0
51567,2.21198157956865,1
51559,1.30762965092523,1
51562,2.59956097755869,0
51568,2.59956097755869,1
51556,0.403277722281802,1
51364,1.17843651826188,0
51373,3.76229917152881,0
51365,0.790857120271842,1
51362,2.08278844690531,0
51370,1.95359531424196,1
51367,0.532470854945149,1
51368,1.43682278358857,0
51363,1.95359531424196,0
51371,4.0206854368555,1
51369,1.95359531424196,1
51372,3.76229917152881,1
51366,1.95359531424196,1
50688,0.532470854945149,1
50710,1.30762965092523,0
50698,1.43682278358857,0
50706,0.661663987608495,0
50709,1.04924338559853,0
50685,0.790857120271842,0
50691,0.661663987608495,0
50703,1.56601591625192,0
50701,0.144891456955109,1
50692,0.661663987608495,0
50699,0.532470854945149,0
50682,0.790857120271842,0
50707,0.661663987608495,0
50683,0.920050252935188,0
50687,0.661663987608495,0
50428,-0.178091374703257,0
50382,1.54017728971925,0
50417,-0.462316266562619,1
50425,-0.0359789287735754,0
50391,0.0415369508244322,0
50424,0.131972143688775,0
50426,-0.423558326763615,0
50388,1.28179102439256,0
50387,-0.371881073698276,1
50390,-0.307284507366603,0
50385,0.11905283042244,0
50414,-0.397719700230945,0
50371,-0.6044287124923,0
50335,0.11905283042244,0
50336,-0.333123133899272,0
50360,-0.384800386964611,0
50374,-0.927411544150666,0
50372,-0.862814977818993,0
50358,-0.914492230884331,0
50357,-0.953250170683335,0
50348,0.299923216151125,0
50350,-0.578590085959631,0
50367,-0.785299098220985,0
50349,0.261165276352121,0
50337,-0.656105965557638,0
50334,-0.759460471688316,0
50341,0.170730083487779,0
50366,-1.12120124314569,0
50333,-0.862814977818993,0
50343,-0.397719700230945,0
50379,-0.333123133899272,0
50361,0.183649396754113,0
50354,-0.371881073698276,0
50364,-0.785299098220985,0
50344,0.170730083487779,0
50342,-0.552751459426961,0
50352,-0.178091374703257,0
50345,0.0544562640907671,0
50363,-0.914492230884331,0
50328,0.0673755773571014,0
50330,-0.100575495105249,0
50331,0.0415369508244322,0
50329,0.0286176375580979,0
50338,-0.43647764002995,0
50381,-0.0488982420399102,0
50327,-0.203930001235926,0
50332,-0.836976351286323,0
50365,-0.165172061436922,0
50346,0.261165276352121,0
50370,-0.526912832894292,0
50340,-0.100575495105249,0
50362,-0.733621845155646,0
50351,-0.0101403022409062,0
50369,-0.268526567567599,0
50377,-0.694863905356642,0
50376,-0.992008110482339,0
50356,0.0415369508244322,0
50378,-0.681944592090308,0
50375,-0.681944592090308,0
50355,-0.77237978495465,0
50380,0.0673755773571014,0
50347,-0.165172061436922,0
50373,0.0415369508244322,0
50359,-0.836976351286323,0
50339,0.144891456955109,0
50353,-0.488154893095288,0
50368,0.131972143688775,0
50666,1.82440218157861,0
50656,1.43682278358857,1
50668,1.04924338559853,0
50659,1.30762965092523,0
50665,2.08278844690531,0
50664,0.532470854945149,1
50660,1.04924338559853,0
50663,0.532470854945149,0
51306,-0.674193004130507,0
51313,-0.454564678602818,0
51307,-0.610888369125467,0
51309,-0.643186652291304,0
51316,-0.544999871467161,0
51304,-0.820181244040089,0
51314,-0.485571030442021,0
51312,-0.513993519627957,0
51311,-0.636726995658137,0
51303,-0.501074206361623,0
51315,-0.419682532783714,0
51305,-0.547583734120427,0
51308,-0.915784162210965,0
